collection;xcoord;ycoord
47562;774348.879945678;6343925.67770222
47562;774348.879945678;6343925.67770222
47562;774348.879945678;6343925.67770222
47562;774348.879945678;6343925.67770222
47564;350735.610514672;6792109.05143105
47587;774670.502315213;6343656.30670183
47589;824287.153377934;6402400.71132651
47589;824287.153377934;6402400.71132651
48092;351540.516521251;6800662.78348602
15693;355156.768861532;6792817.26210943
48092;351540.516521251;6800662.78348602
47619;774348.879945678;6343925.67770222
47619;774348.879945678;6343925.67770222
47626;684863.099588637;6714101.89798223
48092;351540.516521251;6800662.78348602
47638;350594.192197111;6792110.55514361
47663;774503.467849001;6916953.19534202
47676;566220.420782873;6259428.88205615
47708;670092.574987137;6634264.7545104
47733;351715.12167546;6800934.06526919
47749;894698.968603493;6573589.2632794
47824;597258.018341876;6885761.80331573
47831;640103.892577321;6274170.3893439
16810;490243.962676087;6511403.12210694
48097;680529.817927452;6640800.89614259
47877;774659.372905505;6343652.96962541
47877;774659.372905505;6343652.96962541
47881;774659.352687242;6343654.67894657
47881;774659.352687242;6343654.67894657
47884;774650.834398334;6343649.44951372
47897;774670.568590716;6343644.55425198
47906;354457.422514888;6797547.29701083
47907;354542.52408997;6797470.09640136
47907;354542.52408997;6797470.09640136
47976;351709.16793837;6800934.57863838
48026;774665.324393303;6343653.04002384
48026;774665.324393303;6343653.04002384
48041;774659.915818585;6343652.97604713
48041;774659.915818585;6343652.97604713
48041;774659.915818585;6343652.97604713
48041;774659.915818585;6343652.97604713
48056;774660.856490795;6343650.95707031
48056;774660.856490795;6343650.95707031
48066;651252.400332252;6681178.1617516
58942;945793.217338244;6565322.9047976
19682;351294.809233931;6795770.49801957
48189;680527.051591556;6640894.5937359
59190;773706.771605123;6906740.20866828
51720;371513.208992567;6808689.54296447
51721;695812.650092669;6516816.57533177
48360;774660.315209064;6343649.56164927
48368;582513.268293957;6272918.82625887
48370;901898.414468171;6576516.55167636
48400;774667.783620414;6343649.8636881
48412;880922.994462753;6567242.27435145
48412;880922.994462753;6567242.27435145
48424;945567.397320779;6564314.45293199
48424;945567.397320779;6564314.45293199
48432;730259.365281391;7038104.15244372
48447;666192.604311313;6364277.89082099
48478;774348.879945678;6343925.67770222
48478;774348.879945678;6343925.67770222
48490;578491.704729755;6993670.56290645
48497;371497.901559893;6809445.59740846
48505;774662.622398675;6343649.58894001
48530;544390.310666765;6435594.01862128
48590;774667.266438487;6343642.8056253
48590;774667.266438487;6343642.8056253
22730;614258.668537314;6384033.33258523
48598;939738.891719836;6563738.5307847
48623;872017.667828767;6569893.99744718
48629;647872.264586108;6839157.00829635
48647;695286.44476914;6517451.41735599
48673;351540.189539889;6800663.99689087
48673;351540.189539889;6800663.99689087
48699;656956.06212746;6860109.45790802
48704;921972.038267323;6580436.6534407
48709;657566.36559697;6858466.79896689
48723;638573.570009668;6830221.47060823
48724;933499.505519681;6575280.21661355
48731;637109.458652846;6835870.73890365
48746;619297.219753229;6880945.91307591
48786;872577.523386081;6568886.28953463
48809;354547.629649509;6797468.60744885
48858;933342.994232893;6575564.0865741
48858;933342.994232893;6575564.0865741
48922;919608.059682391;6693525.94707647
48974;647912.799389211;6839217.26090343
48979;544386.398409836;6435556.76309831
48993;856658.600329936;6503413.70049046
49019;643531.893566746;6868177.06119881
49044;544361.179285195;6435596.58528712
49072;680518.574143531;6640804.19130927
49072;680518.574143531;6640804.19130927
49088;767026.892835028;6276508.59919792
49101;872527.547129705;6568882.81020794
49128;647927.317426714;6839216.26370795
49171;374285.799840308;6804282.05092415
49192;711528.745613068;7066966.15109586
49196;351781.842095552;6800894.77073383
49196;351781.842095552;6800894.77073383
49207;648855.769698674;6869800.2858328
49236;868975.857310631;6478490.14696044
49238;680462.998570929;6640798.66873974
50176;351452.630103581;6800638.16602559
49263;631388.120823071;6867259.37686702
49266;682261.342722696;6813852.6658665
11354;830908.795535536;6394625.5936847
49306;643552.21159959;6855700.63070981
11409;818894.60565115;6440692.42725123
49340;630835.519321085;6885034.89354354
49362;575496.734725507;6272660.6472121
49377;643149.474591959;6273925.24310287
49413;1190615.5631275;6080454.63042112
49430;632894.749918636;6853160.29429472
49492;1232326.09211149;6184545.06558726
49492;1232326.09211149;6184545.06558726
49492;1232326.09211149;6184545.06558726
49514;628549.807668651;6886006.04865599
50173;824167.398937668;6402600.46635422
49551;998067.305022347;6510415.59782512
49556;642823.353597361;6273339.09623143
49561;656826.301269977;6858744.01290648
49589;544367.21567531;6435600.12157818
49593;315012.426206307;6265289.22282175
49593;315012.426206307;6265289.22282175
49610;656562.429506367;6859242.32667382
49610;656562.429506367;6859242.32667382
49615;879240.615135706;6344605.4153163
50179;824110.256674281;6402653.25442343
49623;868965.592305138;6478543.02475013
50179;824110.256674281;6402653.25442343
49627;912681.170309368;6519678.19650329
49627;912681.170309368;6519678.19650329
49627;912681.170309368;6519678.19650329
16366;1040155.59893904;6735249.96178173
50179;824110.256674281;6402653.25442343
49654;318039.513622999;6265616.81533352
49664;658624.025662341;6859574.34347926
49681;768114.038608078;6909942.06040373
49687;568319.840459185;6261809.06595908
49687;568319.840459185;6261809.06595908
49717;939423.475186364;6557879.16971471
49726;624206.6807719;6391732.84206793
49728;624220.220814979;6391736.07151706
49732;939364.180280207;6557793.71675381
49736;619204.644146738;6881112.86816932
49755;679750.366658236;6864466.03334344
49766;824172.216805386;6402592.19725465
49803;925867.134879556;6685799.65744713
49837;883111.75030514;6424961.31531724
49849;667562.311048156;6862171.9916964
49849;667562.311048156;6862171.9916964
49873;603155.032165331;6837629.10674057
49913;761235.98348799;6335520.42687637
49913;761235.98348799;6335520.42687637
49955;617831.485054242;6882059.41504316
49955;617831.485054242;6882059.41504316
49974;580429.005080034;6439325.62998723
49992;867581.652869897;6482005.0267082
49999;824137.690118174;6402522.26370464
49999;824137.690118174;6402522.26370464
50003;372014.976451432;6805724.42413532
50003;372014.976451432;6805724.42413532
50012;752341.2824906;6768795.39444782
50014;752341.619568116;6768780.11171279
50035;633075.722494696;6862866.27713773
50059;631273.593532174;6867418.37874724
50060;372014.976451432;6805724.42413532
50076;633689.323265387;6864223.59251696
50083;907885.91071467;6572706.42821375
50083;907885.91071467;6572706.42821375
50100;613917.125740702;6820334.18266248
50104;824165.070065756;6402602.28365273
50112;351824.58205572;6800928.84142698
50114;868954.140056436;6478485.78576014
50119;916854.722795083;6698500.62361225
50141;351832.911399717;6801028.63150325
50149;351826.830196799;6800933.08530497
50152;644222.611401378;6844993.63126926
50152;644222.611401378;6844993.63126926
50168;883200.885957953;6567403.65104205
50168;883200.885957953;6567403.65104205
50189;915323.63261485;6485524.54418201
50191;351587.81123776;6800813.58771646
50191;351587.81123776;6800813.58771646
50198;632782.390401891;6861941.07276542
50198;632782.390401891;6861941.07276542
50936;351597.050317741;6800802.95597893
50965;351594.06130027;6800814.94033069
50233;378339.471596211;6414460.96305807
50245;658382.025884902;6859626.33315735
50245;658382.025884902;6859626.33315735
50285;825978.672558414;6404583.67744408
50285;825978.672558414;6404583.67744408
50294;824167.743733999;6402604.77205089
50301;351588.586577947;6800819.90910974
50301;351588.586577947;6800819.90910974
50306;671690.373638326;6877119.41337741
50308;351642.745039364;6800851.30977929
50308;351642.745039364;6800851.30977929
50308;351642.745039364;6800851.30977929
50320;1232309.74543214;6184521.67170169
50320;1232309.74543214;6184521.67170169
50340;929396.781946831;6687549.97974855
50353;636606.238280466;6855017.18682243
50353;636606.238280466;6855017.18682243
50353;636606.238280466;6855017.18682243
50354;652598.005559986;6872990.57751127
50369;566074.363807486;6284801.28532915
50369;566074.363807486;6284801.28532915
50380;659626.896769401;6862528.68211609
50380;659626.896769401;6862528.68211609
50391;351605.484400286;6800828.8528204
50402;824352.57970845;6402841.11539726
50419;351590.457347433;6800817.80792964
50432;487618.931157397;6191263.99190715
50454;824166.942573112;6402602.17259945
50469;351591.033604282;6800800.6608723
50475;351595.698933526;6800818.68992545
50475;351595.698933526;6800818.68992545
50478;825632.252160791;6404401.99272349
50496;620785.595011454;6892792.88315855
50502;351587.831403881;6800807.21897671
50696;872655.794293929;6568767.6425652
50505;351599.484256582;6800808.5153982
50661;881989.200335437;6568399.25972981
50508;351624.58669139;6800848.0125752
50523;915538.4921886;6485628.28779575
50525;939493.574577641;6557890.19362195
50528;670887.908997606;6873755.72054891
50530;351586.567344627;6800806.10028498
50530;351586.567344627;6800806.10028498
50530;351586.567344627;6800806.10028498
50536;786225.795414191;6403912.4550058
50546;677577.452382323;6812507.01220486
50547;679768.234152558;6864468.9266435
50583;983838.397703725;6551663.31319996
50589;345898.653616527;6805193.58123143
50601;351618.077691885;6800839.24660199
50601;351618.077691885;6800839.24660199
50601;351618.077691885;6800839.24660199
50619;882328.673814321;6568421.28011074
50622;881936.432589645;6567768.87862156
50645;619109.898674435;6881293.32887277
50645;619109.898674435;6881293.32887277
50663;881992.156754844;6568397.28521886
50670;310202.070417939;6779902.22460142
50692;546530.300424867;6433677.68927494
50693;872654.955566742;6568768.0312928
50696;872655.794293929;6568767.6425652
50700;824166.876352723;6402604.37365077
50714;351585.235922576;6800810.55720194
50714;351585.235922576;6800810.55720194
50747;355564.057420748;6797391.43727698
50789;351595.317930043;6800805.57955327
50793;875710.229268041;6257953.63247813
50804;353915.094002639;6778871.46414347
50811;680526.445985813;6640837.56800272
50832;351594.90000223;6800811.97196363
50842;824152.746785946;6402602.19072759
21721;350954.550624111;6800892.91784964
50860;744983.724367417;6248305.07006862
50872;544393.454517966;6435568.38609902
50888;351630.576553155;6800848.05413253
50888;351630.576553155;6800848.05413253
50905;376210.092830648;6823135.62663698
50910;347376.295956062;6800823.1514687
50917;347376.941783654;6800728.58576799
50917;347376.941783654;6800728.58576799
50965;351594.06130027;6800814.94033069
50974;1038244.62389849;6729825.50555315
50976;1037159.63575127;6729087.3976839
50982;1023198.14335739;6713106.60886039
50999;215326.755722562;6744712.55062797
51037;626358.960388478;6882517.7818941
51040;786282.374495473;6890651.37860852
51054;824110.009658272;6402665.65890093
51068;770961.555401758;6907607.65535133
51074;351628.251278662;6800839.17187196
51084;988415.633892972;6497428.39872537
51088;1038246.82332511;6728932.48580872
51108;345844.777922481;6776856.16102303
51116;770012.539576185;6895409.95359528
51116;770012.539576185;6895409.95359528
51124;1033215.34040079;6720403.65837606
51177;643712.924985355;6270497.39156098
51253;1042941.22378438;6735062.74465728
51262;1015247.48554066;6731195.97116364
51262;1015247.48554066;6731195.97116364
51265;1012297.02132364;6730189.54445842
51281;1034799.5443762;6724683.69040892
51316;644204.830661437;6845097.08943648
51358;687656.447066912;6522697.66158058
51374;697072.379858666;6507820.28149198
51413;542728.811136621;6508302.766993
51468;767791.870578437;6273946.06923528
51543;875986.840363736;6255935.23014086
51556;916025.590656881;6420318.88956435
51579;894105.683807609;6627813.43700738
51603;916037.869200105;6420315.57877285
51645;1039565.47090057;6737903.05946956
51749;818924.468349608;6440786.06098675
51753;633928.934231584;6863858.89702946
51763;657697.731508416;6413504.77261859
51796;657696.033081937;6413506.4747365
51804;680531.036996923;6640867.28907644
51853;657694.38325052;6413504.79531036
8973;356223.673851013;6694693.31604606
52078;632559.99734945;6899468.94506831
52095;882317.039075965;6568429.69894117
52153;632571.998514969;6899471.04687017
52172;918452.224713893;6693842.44371126
52197;818819.757830092;6440651.45718826
52197;818819.757830092;6440651.45718826
52269;632606.926316297;6899485.26213531
52286;1190611.52106855;6080515.18793711
52287;1190594.67969174;6080504.98147807
52287;1190594.67969174;6080504.98147807
52291;1232973.4304202;6182857.98690661
52543;624168.436941881;6391143.25244658
52962;413602.933157844;6782994.47914126
53304;643825.913397442;6426452.36017393
56771;652119.792374075;6680742.20314311
56775;870211.06803124;6477774.55514519
56981;774661.62198056;6343654.70578872
56985;335822.92758089;6776304.8761254
56985;335822.92758089;6776304.8761254
57043;901897.753681944;6576519.4145631
57117;351053.164132206;6800701.49307283
57125;372381.423002206;6804124.35542137
57299;414962.36499815;6418146.8333354
57331;642992.387404122;6890362.26318374
57541;824175.29974208;6402608.35270921
57624;933849.558405569;6575579.42550554
57637;901897.374207218;6576518.16560337
57661;620865.122582622;6884298.65985203
57743;931270.952901675;6574640.20296882
1074;351836.484514376;6800993.49034573
57755;544363.329848099;6435606.4345901
57762;931269.436511185;6574642.00103626
1336;908943.940268207;6457825.25369241
57769;824174.934346583;6402605.16896292
58231;414983.840787126;6418138.23438647
57801;900419.138579278;6579801.12421188
1909;619255.897181351;6881067.20637942
57827;414966.708234135;6418144.30726414
57827;414966.708234135;6418144.30726414
57842;414892.229648123;6418484.35757975
2066;778508.330633939;6340236.25817216
2066;778508.330633939;6340236.25817216
2126;778455.681999767;6340521.40651064
2178;778515.520843382;6340211.96481108
57868;931676.213745102;6589701.87694633
8939;619209.516474074;6881106.7832236
8973;356223.673851013;6694693.31604606
7828;1052029.96286363;6841297.82143755
2887;649896.651877662;6665112.580704
8703;351055.363131865;6800704.75182791
8804;357208.093913862;6683605.72784831
8879;352467.425854469;6781860.39865023
3261;819006.901554456;6441076.96610263
3196;351569.941724572;6800734.65840935
3198;813586.685801608;6323461.59483679
9427;648744.825562127;6861536.65205586
9625;901898.098528688;6576524.30899342
9695;635880.592769782;6868761.1289661
9781;619215.057383274;6881110.72209876
9898;354562.026312357;6795209.29854123
3905;350780.728409403;6791967.05194215
10315;777934.144637045;6341102.29287803
10365;350752.611399099;6792068.27514919
10424;632599.273069681;6899474.98937541
10776;823817.350540234;6402377.97269747
10811;940640.724009461;6550792.97109753
15758;347903.163125985;6801423.87632904
4359;915558.428839266;6485543.09586701
11412;882328.29667809;6568421.96509568
11459;619354.012273398;6880643.80594473
11633;872342.893725059;6569081.55875323
4879;356507.749629988;6822673.5731174
5269;633432.516139626;6864236.34744877
13532;352284.197846199;6781788.06193778
13571;544377.092202151;6435580.83740319
13612;437199.070447853;6420283.58668342
13617;581735.998405726;6438315.54836981
13622;351291.309271438;6795767.30451194
13661;349936.253513035;6799082.34655651
13752;352591.184255954;6781053.43448185
6198;382235.33020845;6637834.80988772
13996;629961.915141972;6868035.21134583
14047;916335.258815056;6420751.88349994
14057;637423.402704081;6842429.16155927
14071;1035444.07694235;6749225.71645516
14224;1024985.18752618;6714231.0068497
14624;961617.49597053;6216805.31885447
14954;418539.869921516;6416183.94704621
15127;351177.606946248;6801150.23033535
15158;240897.426430823;6739407.53024182
15239;352171.095907858;6787034.30399206
58186;351734.470782353;6800937.18571278
58208;680513.843715266;6640792.65160542
16150;566006.515503812;6284797.73535183
58367;944193.388084303;6561810.80337579
58418;349552.85059195;6793750.43755792
16379;824153.633487267;6402598.50230044
16390;899135.040393219;6676046.24679651
16439;351740.608385881;6800201.606485
16444;832020.575301825;6402395.49010609
16519;883276.991233004;6567437.26971522
58486;619189.969935841;6881125.77313223
58487;619189.222883365;6881121.75975285
58495;544365.457056133;6435604.37968071
58518;881932.182341292;6567765.65693768
58503;351823.860484094;6800936.84356097
58503;351823.860484094;6800936.84356097
58511;351825.82562593;6800936.32873392
16701;354644.62689018;6803689.95966014
58518;881932.182341292;6567765.65693768
58529;351836.090147845;6801021.67723444
58557;337406.99626058;6801514.30019242
16954;313301.099019543;6263369.30283645
58616;671435.574897911;6435622.09490301
9661;932649.337607691;6715137.33470999
58644;351562.282127214;6800649.54868372
17175;815311.869079101;6325070.92906129
58654;845644.308163713;6337457.06708723
58700;619158.425186302;6880492.1926617
58700;619158.425186302;6880492.1926617
58707;368831.159901652;6807365.87735611
58711;351832.570138322;6801024.8181678
58750;163597.713508;6847451.02397337
58750;163597.713508;6847451.02397337
58750;163597.713508;6847451.02397337
58841;879187.366908068;6407922.09774193
58841;879187.366908068;6407922.09774193
58851;351578.746980703;6800795.42245779
58851;351578.746980703;6800795.42245779
58882;619115.619227712;6881291.30232846
58883;351622.041629236;6800811.94877731
58894;644994.779991312;6668071.71489163
58953;351576.336853198;6800795.1679131
58986;630916.231954207;6885048.00113188
58987;646389.203299464;6846621.65747285
58989;824318.806611113;6402573.34030753
58991;818871.455593911;6440863.7641436
59009;654584.704749055;6856384.04206709
59010;796865.020273808;6416230.09263338
59010;796865.020273808;6416230.09263338
20026;350799.053925635;6802267.29375234
59095;632798.016069008;6861930.68627442
59104;544372.746274754;6435603.80514719
59113;351563.515127509;6800727.28032014
59148;909937.578344619;6558495.292745
59198;1018003.28025123;6280459.27190773
20398;347781.906668813;6801517.76768177
59241;973753.187368507;6568089.95504734
59315;646047.818836211;6345610.13907796
59350;464965.306912012;6912032.28205917
59489;467107.487114836;6914184.73681956
59543;938957.107339911;6563010.35958419
10238;632600.415670332;6899468.79609871
15383;310047.628045409;6779911.52226355
15907;352020.785281593;6801034.17995272
2002;353705.042148695;6779220.51087329
2378;335844.846558482;6776358.04561713
2378;335844.846558482;6776358.04561713
8459;350872.051521789;6800667.12528695
9784;350504.804816564;6801332.92830866
9784;350504.804816564;6801332.92830866
10421;350920.405925263;6801588.94571789
10421;350920.405925263;6801588.94571789
10421;350920.405925263;6801588.94571789
5008;528195.438786754;6706465.95000324
5008;528195.438786754;6706465.95000324
5008;528195.438786754;6706465.95000324
13234;351479.254923909;6800700.53371392
13556;350887.687616437;6801601.72115375
13556;350887.687616437;6801601.72115375
13556;350887.687616437;6801601.72115375
13645;351064.745766227;6800702.64632262
13645;351064.745766227;6800702.64632262
13645;351064.745766227;6800702.64632262
13645;351064.745766227;6800702.64632262
15180;351558.442057017;6800648.81263763
15285;350891.317158426;6801603.66956759
58491;1013043.66005066;6353771.0599476
58883;351622.041629236;6800811.94877731
19640;347880.037991817;6801431.14345334
19640;347880.037991817;6801431.14345334
19682;351294.809233931;6795770.49801957
19682;351294.809233931;6795770.49801957
19682;351294.809233931;6795770.49801957
19753;351054.502532379;6800704.18459029
19757;351037.361468539;6800728.7102806
19796;350798.97695192;6800918.27667993
19811;350802.046049189;6800987.05980982
19811;350802.046049189;6800987.05980982
19811;350802.046049189;6800987.05980982
19944;349865.330375278;6793616.42122529
19944;349865.330375278;6793616.42122529
19944;349865.330375278;6793616.42122529
59198;1018003.28025123;6280459.27190773
20395;347881.337456488;6801418.38500643
59212;1017975.63206027;6280607.95087651
59236;657853.503731686;6833452.52354012
20807;351528.114157331;6800691.44025987
20807;351528.114157331;6800691.44025987
20807;351528.114157331;6800691.44025987
21173;351531.502561696;6800661.54937999
8703;351055.363131865;6800704.75182791
8703;351055.363131865;6800704.75182791
8703;351055.363131865;6800704.75182791
8703;351055.363131865;6800704.75182791
9846;350801.881565983;6800949.64850289
9846;350801.881565983;6800949.64850289
15242;351289.958550913;6796669.16939799
15242;351289.958550913;6796669.16939799
15242;351289.958550913;6796669.16939799
15242;351289.958550913;6796669.16939799
15242;351289.958550913;6796669.16939799
15246;351070.704378828;6800698.58004131
5811;824115.558650424;6402626.01376402
57604;381198.471290432;6401683.91958449
57604;381198.471290432;6401683.91958449
57682;319612.543886609;6777543.02409854
5839;827518.849442508;6403580.46555214
2423;347895.452676252;6801450.31919644
2423;347895.452676252;6801450.31919644
2423;347895.452676252;6801450.31919644
2423;347895.452676252;6801450.31919644
2716;355734.210537559;6797371.4813384
2738;355570.96176983;6797400.1892126
2738;355570.96176983;6797400.1892126
2782;256024.034002496;6791405.65432112
2881;544376.92865483;6435617.68306747
2949;423417.566880435;6259447.75035393
3092;351358.200114852;6800543.89333111
3221;351569.442667022;6800719.56498417
3342;351568.418041188;6800729.17741251
3468;1181554.05812787;6109322.69131222
3472;665733.399141715;6880894.02020894
3545;915507.264929516;6485793.95368396
3555;351546.895323599;6800736.42794754
3565;629005.387612777;6887657.9726332
3605;351443.876231867;6794459.95593124
3712;350508.695438843;6801342.32353486
3728;352590.255556972;6790877.4208418
3783;351841.894317274;6801025.31162095
3783;351841.894317274;6801025.31162095
3860;1222490.77631401;6052809.68507266
3964;615793.121295522;7028309.97097212
4008;1000586.86327098;6893031.92252023
4032;351551.72188937;6800703.50653339
4061;351551.415067679;6800698.35106828
4091;351545.846411248;6800698.68248325
4100;351552.073124803;6800749.65097843
4100;351552.073124803;6800749.65097843
4100;351552.073124803;6800749.65097843
4100;351552.073124803;6800749.65097843
4135;351549.965633644;6800700.82520369
4205;354501.540004065;6795206.68910248
4205;354501.540004065;6795206.68910248
4426;356181.441952579;6798234.65489291
4493;541047.866732719;6772787.01670365
4500;651458.085663142;6873196.28348135
4500;651458.085663142;6873196.28348135
4515;643456.1246984;6272346.69853537
4546;351015.461725264;6800583.41546061
4546;351015.461725264;6800583.41546061
4546;351015.461725264;6800583.41546061
4620;642772.393625333;6235391.47217288
4621;351550.757687635;6800694.01242047
4621;351550.757687635;6800694.01242047
4650;689546.227804958;6182766.53801354
4650;689546.227804958;6182766.53801354
4650;689546.227804958;6182766.53801354
4705;351620.929347363;6800833.50534882
4753;774729.014951545;6344628.1686934
4813;342423.851284047;6805171.45557
4862;581747.027916735;6438373.6452989
4862;581747.027916735;6438373.6452989
4862;581747.027916735;6438373.6452989
4939;353795.945530091;6778984.32869336
4939;353795.945530091;6778984.32869336
5057;1232297.9415604;6184526.87450903
5151;355571.337812826;6797393.00007212
5177;628671.684234124;6887895.57804825
5203;353704.786766917;6779204.98215293
5203;353704.786766917;6779204.98215293
5230;353766.146923585;6778947.74003899
5327;824163.34917541;6402530.39681913
5653;614165.265002151;6883491.22202832
5699;868985.215439051;6477827.55681408
5700;824154.335694733;6402604.1246417
5844;816617.153923052;6326888.10594966
5912;350777.542166064;6792094.78302809
5913;350744.885442791;6792110.2792149
5923;350730.595484381;6792158.95760719
6018;824135.407376954;6402616.03126516
6033;824158.803511842;6402512.51797685
6042;650949.138034438;6865428.255702
6042;650949.138034438;6865428.255702
6061;774702.759738914;6343595.14393863
6061;774702.759738914;6343595.14393863
6061;774702.759738914;6343595.14393863
6699;415271.346680562;6779712.05846334
6930;590066.880319428;6178245.33910899
7046;535811.189177225;6590016.89171884
7170;628965.500982956;6839320.27710486
9846;350801.881565983;6800949.64850289
10677;335840.985811118;6776289.0101972
20024;350880.545863238;6801610.18799733
20024;350880.545863238;6801610.18799733
20024;350880.545863238;6801610.18799733
20024;350880.545863238;6801610.18799733
45740;777693.816071103;6340943.35458092
45800;774666.508285777;6343653.2677235
45962;774348.879945678;6343925.67770222
46172;774664.57046323;6343651.10784959
46172;774664.57046323;6343651.10784959
46355;774668.961687427;6343651.37349031
46508;774663.899750165;6343652.80947656
51217;1023984.17233808;6712976.53351581
51217;1023984.17233808;6712976.53351581
51339;692754.118615894;6501517.59313076
51389;686101.326547699;6502454.97301073
51401;844938.111204365;6295513.62804975
51455;915942.870987716;6420634.54155034
51606;916036.147732698;6420299.78959836
51606;916036.147732698;6420299.78959836
51683;372228.041634251;6807843.28211168
51750;351844.925476351;6801017.43757101
51870;351858.990260491;6801006.25435293
51870;351858.990260491;6801006.25435293
51870;351858.990260491;6801006.25435293
51870;351858.990260491;6801006.25435293
52199;933136.372241494;6247835.97970776
52199;933136.372241494;6247835.97970776
52286;1190611.52106855;6080515.18793711
52292;1231702.21578757;6185637.57631013
52405;642829.179687622;6273284.60003457
52424;656482.081196404;6254171.4272105
53153;685268.580822862;6821503.07346834
55818;774661.828054989;6343654.7082263
55818;774661.828054989;6343654.7082263
56061;544365.962401093;6435551.1639228
56061;544365.962401093;6435551.1639228
56099;351599.832806923;6800628.07827714
56099;351599.832806923;6800628.07827714
56569;337308.05485525;6801681.16923699
56569;337308.05485525;6801681.16923699
56694;619181.781053503;6881131.86247144
56771;652119.792374075;6680742.20314311
56851;652869.552469555;6681396.64075737
56933;351718.434529756;6800942.71620863
57007;774662.580912086;6343654.5034366
57010;335769.017715578;6776398.2906879
57044;824167.920436864;6402594.44136996
57342;920918.600540227;6577911.23530434
57413;164832.482013265;6847338.11343404
57414;164835.403368318;6847339.62972349
57742;930661.262301645;6574353.32012226
57708;1023999.03158128;6712982.24661378
136;351555.472454541;6800657.95797809
609;351553.559493798;6800660.54592402
609;351553.559493798;6800660.54592402
609;351553.559493798;6800660.54592402
652;351628.256916879;6801568.42749687
652;351628.256916879;6801568.42749687
652;351628.256916879;6801568.42749687
655;351600.175424311;6800783.95094936
655;351600.175424311;6800783.95094936
720;351509.718630309;6800851.18700629
886;351555.545814984;6800659.19066219
886;351555.545814984;6800659.19066219
904;335886.850710678;6776040.61636876
904;335886.850710678;6776040.61636876
940;354461.337141088;6795189.25811923
950;705902.490279869;7028763.08832733
1040;351595.081344303;6800785.18187004
1040;351595.081344303;6800785.18187004
1040;351595.081344303;6800785.18187004
1040;351595.081344303;6800785.18187004
1089;351540.74604663;6800726.5629189
1089;351540.74604663;6800726.5629189
1129;355632.434981045;6797384.89783004
1129;355632.434981045;6797384.89783004
1129;355632.434981045;6797384.89783004
1253;351648.048811366;6800442.15108831
1336;908943.940268207;6457825.25369241
1394;351063.134764949;6800703.36086184
57766;971232.19822539;6546100.04462663
8931;327854.273119174;6752339.30562261
1613;354490.889298277;6795209.78119689
1613;354490.889298277;6795209.78119689
1666;350797.318922572;6800893.94361283
1666;350797.318922572;6800893.94361283
1666;350797.318922572;6800893.94361283
1666;350797.318922572;6800893.94361283
57790;414751.502236794;6418006.86985357
1690;351060.832399391;6800702.879549
1690;351060.832399391;6800702.879549
57801;900419.138579278;6579801.12421188
1726;350869.909903312;6800690.13857243
1726;350869.909903312;6800690.13857243
1726;350869.909903312;6800690.13857243
1726;350869.909903312;6800690.13857243
1726;350869.909903312;6800690.13857243
1726;350869.909903312;6800690.13857243
1726;350869.909903312;6800690.13857243
1726;350869.909903312;6800690.13857243
1726;350869.909903312;6800690.13857243
1730;351001.866132436;6800611.75926472
1730;351001.866132436;6800611.75926472
1730;351001.866132436;6800611.75926472
1730;351001.866132436;6800611.75926472
1730;351001.866132436;6800611.75926472
1730;351001.866132436;6800611.75926472
1730;351001.866132436;6800611.75926472
1730;351001.866132436;6800611.75926472
8931;327854.273119174;6752339.30562261
1810;350807.936772778;6791957.98074134
1832;353786.842961443;6778999.86104552
1909;619255.897181351;6881067.20637942
1909;619255.897181351;6881067.20637942
57830;619026.959916282;6880448.4238696
2002;353705.042148695;6779220.51087329
2002;353705.042148695;6779220.51087329
2066;778508.330633939;6340236.25817216
2067;351720.045628106;6800940.10969668
2067;351720.045628106;6800940.10969668
2067;351720.045628106;6800940.10969668
2067;351720.045628106;6800940.10969668
2067;351720.045628106;6800940.10969668
2067;351720.045628106;6800940.10969668
2067;351720.045628106;6800940.10969668
57858;932113.040058323;6589885.59352942
2286;778499.037743798;6340250.95748911
2286;778499.037743798;6340250.95748911
2375;335825.753409049;6776307.89085657
2378;335844.846558482;6776358.04561713
2378;335844.846558482;6776358.04561713
2378;335844.846558482;6776358.04561713
2378;335844.846558482;6776358.04561713
2414;351521.089897525;6800663.71543184
2414;351521.089897525;6800663.71543184
2414;351521.089897525;6800663.71543184
2414;351521.089897525;6800663.71543184
2414;351521.089897525;6800663.71543184
2494;351055.638629199;6800709.37437025
2494;351055.638629199;6800709.37437025
2494;351055.638629199;6800709.37437025
2494;351055.638629199;6800709.37437025
2494;351055.638629199;6800709.37437025
2494;351055.638629199;6800709.37437025
7540;351541.916906886;6800718.45240457
7540;351541.916906886;6800718.45240457
7540;351541.916906886;6800718.45240457
7540;351541.916906886;6800718.45240457
57933;619410.484299406;6881029.73750425
57933;619410.484299406;6881029.73750425
2423;347895.452676252;6801450.31919644
7692;355373.44300992;6793324.03665239
8973;356223.673851013;6694693.31604606
8973;356223.673851013;6694693.31604606
7846;351618.693832615;6800782.5397522
7886;351536.846825827;6800730.50613868
2792;423375.214435787;6259465.71923373
8220;351074.487991259;6800664.95404239
8220;351074.487991259;6800664.95404239
8220;351074.487991259;6800664.95404239
8265;350794.494485429;6802294.7813693
8265;350794.494485429;6802294.7813693
8309;348878.509750986;6798338.17223337
8309;348878.509750986;6798338.17223337
