collection;rayon;espece_fleur;nb_insecte;nb_espece_insecte;nb_famille_insecte;nb_ordre_insecte;log_nb_insecte;log_nb_espece_insecte;log_nb_famille_insecte;log_nb_ordre_insecte;UA_code_2018_simp;ville;part_dist_centre;bn;bd;bh;bc;bf;bam;bastd;bw;bhw;oso_1;oso_2;oso_3;oso_4;oso_5;oso_6;oso_7;oso_8;oso_9;oso_10;oso_12;oso_13;oso_14;oso_15;oso_16;oso_17;oso_18;oso_19;oso_20;oso_21;oso_23;OSO_F1;OSO_F2;OSO_F3;OSO_F4;log_p11100;log_p11210;log_p11220;log_p11230;log_p11240;log_p11300;log_p12100;log_p12220;log_p13400;log_p14100;log_p14200;log_p21000;log_p23000;log_p31000;log_p50000;UA_F1;UA_F2;UA_F3;UA_F4
12;500;Taraxacum_sp;1;1;0;0;0,301029996;0,301029996;0;0;11210;Rennes;0,326123775;589;0,088245338;0,494159135;0,816678222;0,05197018;154,7380609;196,3822202;0,445534187;1,109138534;0;0,405068787;0,175816;0,000128146;0,000128146;0,085601376;0;0;0;0,189399452;0;0,095596746;0,001025166;0,003459936;0,036777837;0,005125831;0,000128146;0,001025166;0;0;0;0,202;2,493;1,957;0,054;0;1,578654462;1,162985479;0;0;0;0;0,761056834;0;0,275878193;0;1,547616861;0,998395642;0;0;-0,198083584;1,099248819;-2,123528073;-1,231073349
33;500;Taraxacum_sp;1;1;0;0;0,301029996;0,301029996;0;0;11210;Rennes;0,326128146;587;0,08830552;0,494249603;0,816321792;0,052179155;155,11219;196,7243106;0,443295314;1,114944344;0;0,404171766;0,176200437;0,000128146;0,000128146;0,085857667;0;0;0;0,189527597;0;0,095981184;0,001025166;0,003588082;0,036649691;0,005125831;0,000128146;0,001025166;0;0;0;0,217;2,528;1,966;0,105;0;1,580513113;1,161802978;0;0;0;0;0,759617991;0;0,262472039;0;1,54840172;0,993558384;0;0;-0,200941322;1,096598398;-2,120281672;-1,240065094
1516;500;Taraxacum_sp;8;8;7;4;0,954242509;0,954242509;0,903089987;0,698970004;11220;Besancon;1,073150341;300;0,057942794;0,312657315;0,79390518;0,025990527;213,9352093;342,9048118;0,546500383;0,572108135;0;0,436464501;0,050104997;0;0,00576656;0,077143755;0;0;0;0;0;0,400583684;0;0;0,024603988;0,002050332;0,002050332;0;0,001281458;0;0;-0,712;0,579;0,332;-1,176;0;0,911636018;0,994177425;0;1,293137626;0;1,344790929;0,914840901;0,305168835;0;0,809879194;0,267715434;1,477556148;0;0;0,474346177;1,922159827;0,942435049;2,04837354
101;500;Taraxacum_sp;8;8;4;2;0,954242509;0,954242509;0,698970004;0,477121255;11210;Rennes;0,326157986;590;0,088554884;0,495853742;0,816759816;0,052341733;154,4711562;196,2483659;0,444118358;1,116490083;0;0,405453224;0,176584874;0,000128146;0,000128146;0,085601376;0;0;0;0,189015014;0;0,095596746;0,001025166;0,003459936;0,036649691;0,005125831;0,000128146;0,001025166;0;0;0;0,234;2,501;1,977;0,053;0;1,580730714;1,162903912;0;0;0;0;0,763059046;0;0,275337084;0;1,54638139;0,993884207;0;0;-0,187389552;1,102453696;-2,120792977;-1,236672251
112;500;Taraxacum_sp;1;1;1;1;0,301029996;0,301029996;0,301029996;0,301029996;12100;Rennes;0,056561975;555;0,085022173;0,671688421;0,653105783;0,043132395;249,7011598;327,1283404;0,638220893;1,052438785;0;0,417242635;0,305499521;0,006791726;0,004100665;0,004485102;0,001025166;0;0,004100665;0,000640729;0;0,141729224;0;0,000384437;0,045235458;0,060228513;0,003844373;0,000384437;0;0;0,003844373;0,518;0,351;-0,264;2,058;0;0,931990617;0;0;0;0;1,648959655;0,968145946;0;1,389208843;1,132169889;0;0;0;0,689952556;2,508994984;-1,815575172;0,93522411;-0,044250623
121;500;Taraxacum_sp;1;1;1;1;0,301029996;0,301029996;0,301029996;0,301029996;14100;Rennes;0,056412385;967;0,150686078;1,397034103;0,57471198;0,060552993;266,9430083;469,7144048;0,455884002;3,064450822;0,003972519;0,54590099;0,260007772;0,002050332;0,002819207;0;0,000128146;0;0,002178478;0,001409603;0;0,08214144;0;0,001025166;0,061894408;0,031908297;0,003972519;0,000384437;0;0;0;3,005;0,613;0,164;1,453;0;1,622905116;0;0;0;0;1,42200308;1,124986308;0;1,076519293;1,029754824;0;0;0;0;2,920876082;-0,612679207;0,315205163;-0,296219504
1603;500;Taraxacum_sp;2;2;2;1;0,477121255;0,477121255;0,477121255;0,301029996;11210;Besancon;0,161499059;777;0,083594061;0,4624853;0,66174764;0,052936388;138,4250732;112,7295081;0,496382099;0,931712285;0;0,70928685;0,01909372;0;0,000256292;0,009867224;0;0;0;0;0;0,125582857;0;0;0,126351732;0,008329475;0,00089702;0;0;0;0;0,271;0,939;1,790;-2,688;0,577538368;1,734784323;1,324676211;1,38897E-06;0,852253212;0;0;1,009943986;0,301445561;0,705297728;0;0;0;0,572966214;0;1,594039505;3,111173972;1,935843941;0,247050264
136;500;Taraxacum_sp;9;9;4;2;1;1;0,698970004;0,477121255;11210;Rennes;0,326092819;584;0,087999636;0,492463005;0,815807156;0,052148306;155,698666;197,2200634;0,444086049;1,108935995;0;0,403787329;0,175687854;0,000128146;0,000128146;0,086498396;0;0;0;0,190296472;0;0,095853038;0,001025166;0,003588082;0,036777837;0,005125831;0,000128146;0,001025166;0;0;0;0,202;2,515;1,946;0,115;0;1,578884826;1,161524637;0;0;0;0;0,756556318;0;0,259433086;0;1,549927447;0,997091562;0;0;-0,2164407;1,094390812;-2,127377493;-1,235573183
139;500;Taraxacum_sp;3;3;2;2;0,602059991;0,602059991;0,477121255;0,477121255;23000;Rennes;0,252107407;507;0,087290014;0,590940833;0,649748209;0,043238002;233,338264;357,8484055;0,496653918;1,189844301;0,000128146;0,345481002;0,203751778;0,001922187;0;0,092264956;0;0;0;0,001153312;0;0,182095143;0,000768875;0,000384437;0,129939813;0,03395863;0,000512583;0;0;0;0,007432455;1,303;1,014;-0,206;0,044;0;1,463903471;0;0;0;0;1,01793009;0,861691842;0;0,664737665;0;0,853996699;1,34626505;1,200877758;0,668936186;0,249657499;-1,055362663;-0,278474312;-0,016955846
168;500;Taraxacum_sp;4;2;2;2;0,698970004;0,477121255;0,477121255;0,477121255;14100;Rennes;0,071224236;857;0,194151922;2,127432216;0,567612038;0,03698093;481,4057564;813,5769264;0,502168223;4,236493107;0,005125831;0,537571515;0,369316116;0,011789411;0;0;0;0;0;0;0;0,03152386;0,000128146;0,000128146;0,024988426;0,01909372;0,000384437;0;0;0;0;4,528;0,065;-1,048;0,205;1,577764626;1,354844121;0;0;0;0;1,326411385;1,147235924;0;0,937522858;0;0;0;0;0;3,261384739;-1,149010645;-0,264116424;0,33062218
170;500;Achillea_millefolium;3;1;1;1;0,602059991;0,301029996;0,301029996;0,301029996;14100;Rennes;0,071016281;865;0,193498426;2,11378354;0,57015018;0,037035817;476,6454494;807,5796131;0,497866344;4,245684743;0,005125831;0,536802641;0,370853865;0,01153312;0;0;0;0;0;0;0;0,030370548;0,000128146;0,000128146;0,024988426;0,01909372;0,000384437;0;0;0;0;4,548;0,074;-1,033;0,194;1,573341439;1,359701147;0;0;0;0;1,320623331;1,154799596;0;0,945611248;0;0;0;0;0;3,267370283;-1,143195647;-0,266364387;0,329959443
209;500;Taraxacum_sp;1;1;1;1;0,301029996;0,301029996;0,301029996;0,301029996;12220;Rennes;0,352074698;850;0,108369157;0,581693631;0,791715589;0,05729192;145,9211792;185,7636998;0,427877467;1,35948648;0;0,547182448;0,132502729;0,000128146;0,000384437;0,095724892;0;0;0,005125831;0,020375178;0,006022851;0,17094646;0,000128146;0,005510268;0,012558286;0,003716227;0;0;0;0;0;0,556;1,206;3,558;1,008;0;1,72943655;1,384013607;0;0;0;0,376489233;1,059202011;0;0;0,612675279;0,725198207;0,721546372;0;0;1,161118805;1,423909819;-1,083883832;-0,418346903
251;500;Taraxacum_sp;2;2;2;2;0,477121255;0,477121255;0,477121255;0,477121255;12220;Melun;0,548997007;1;0,000107123;0,000332083;1;0;83,59499999;;1;0,000332083;0;0,001281458;0,059972221;0;0,011404974;0,304346209;0,025629154;0;0,009354641;0,076503026;0,413910845;0,037034128;0;0,000128146;0,060997388;0;0;0;0;0;0;-5,154;-2,415;0,953;1,180;0;0;0;0;0;0;0;0,402432333;0;0;0,445160306;1,94556376;0;0,992515553;0;-1,849209293;-1,140465503;0,597363363;-1,932140252
318;500;Taraxacum_sp;1;1;1;1;0,301029996;0,301029996;0,301029996;0,301029996;23000;Rennes;0,184245723;107;0,04144159;0,256318475;0,853420136;0,012083938;496,477013;1096,170418;0,697343503;0,367564155;0;0,160310361;0,097262641;0;0,028320216;0,059203347;0,008457621;0;0,001922187;0,073171236;0;0,474139358;0;0,003844373;0,074068256;0,0181967;0;0;0;0;0,000640729;-2,422;-0,622;0,467;2,525;0,0599766;0,586055142;0,531048625;0;0;0,571422507;1,404602072;0,675811083;0,219652802;0;0;1,061454928;1,701346897;0;0,562832383;-0,429055683;-0,149974363;-0,215655917;2,540089582
320;500;Taraxacum_sp;2;2;2;2;0,477121255;0,477121255;0,477121255;0,477121255;11210;Rennes;0,32606617;590;0,087327523;0,49043578;0,801272947;0,047710603;158,6213589;222,5645968;0,49489096;0,990997653;0;0,421599591;0,181582559;0,000128146;0;0,040494064;0;0;0;0,166333213;0;0,112383842;0,001153312;0,003075499;0,066507656;0,005125831;0,00089702;0,001025166;0;0;0;0,295;2,608;1,221;-0,113;0;1,462524212;1,197155678;0;0;0;0,755089494;0,856038797;0;0,714762286;0;1,33675363;1,339244232;0;0;0,724364848;1,000786088;-2,015075408;-0,469251779
431;500;Taraxacum_sp;3;1;1;1;0,602059991;0,301029996;0,301029996;0,301029996;12220;Rennes;0,352160883;863;0,110570414;0,597221728;0,789745104;0,057530689;147,0128534;186,2766912;0,425215871;1,404514196;0;0,552436425;0,134168624;0,000128146;0,000384437;0,094699726;0;0;0,004100665;0,017171533;0,00576656;0,169408711;0,000128146;0,005253977;0,012558286;0,003716227;0;0;0;0;0;0,638;1,193;3,554;0,977;0;1,732864774;1,366233883;0;0;0;0,370168253;1,062303945;0;0;0,665953034;0,697399296;0,745033823;0;0;1,179816673;1,406622973;-1,062750964;-0,397988655
447;500;Centaurea_sp;3;2;1;1;0,602059991;0,477121255;0,301029996;0,301029996;14200;Rennes;0,349917518;1032;0,15600052;0,944391581;0,746105836;0,059688617;178,4423011;289,8730024;0,38492923;2,45341613;0;0,65290271;0,227202454;0,000128146;0,000128146;0;0;0;0,001025166;0,044338437;0;0,066507656;0;0,001409603;0,004741394;0,002306624;0;0;0;0;0;2,775;0,476;2,487;0,270;0,382237389;1,735244845;0,823396643;0,534769227;0;0;1,018717403;0,956932777;0;0;0,973494855;0,678710121;0,893965409;0;0;1,803640625;1,304075201;0,095113075;0,438005774
454;500;Foeniculum_vulgare;1;1;1;1;0,301029996;0,301029996;0,301029996;0,301029996;31000;Martigues;0,170148021;144;0,037372274;0,279733544;0,489243291;0,008502983;482,585493;602,5101573;0,91080369;0,30712825;0,001665895;0,022553656;0,268721685;0,076631172;0;0;0;0;0;0;0;0;0,001281458;0,00243477;0;0,502075136;0,011661265;0,110846093;0,002050332;0;0;1,164;1,624;-5,143;-0,047;0;0;0;0;0;0;0,800049022;1,31443086;0,631429265;0;1,03132251;0;0;1,398884658;0;0,732671963;-0,371779853;3,268589999;-0,333552325
463;500;Taraxacum_sp;6;5;3;2;0,84509804;0,77815125;0,602059991;0,477121255;11210;Rennes;0,326171283;595;0,088643237;0,496573301;0,814301813;0,052402172;154,8779286;196,0027269;0,445610819;1,11436545;0;0,406093953;0,176841166;0,000128146;0,000128146;0,085216939;0;0;0;0,18824614;0;0,095596746;0,001025166;0,003459936;0,036777837;0,005125831;0,000256292;0,001025166;0;0;0;0,237;2,569;1,916;0,078;0;1,579736538;1,164229552;0;0;0;0;0,76565245;0;0,289956529;0;1,544827118;0,996914986;0;0;-0,172014127;1,106061125;-2,12188096;-1,230516727
513;500;Taraxacum_sp;1;1;1;1;0,301029996;0,301029996;0,301029996;0,301029996;11210;Rennes;0,357403255;645;0,081411598;0,426215461;0,856880363;0,049079581;136,926868;176,5163399;0,518255158;0,822404667;0;0,447613183;0,096750058;0,000128146;0,000256292;0,138397434;0;0;0,004485102;0,057409306;0,005894706;0,228355766;0,000128146;0,005638414;0,012173848;0,002691061;0,000128146;0;0;0;0;-0,678;1,514;3,087;1,128;0;1,665017417;1,160438758;0;0;0;0;0,965848048;0;0;0,007307751;1,077967874;1,350740486;0;0;0,275049893;1,240667795;-1,493701092;-0,4542023
529;500;Taraxacum_sp;4;4;2;3;0,698970004;0,698970004;0,477121255;0,602059991;11210;Rennes;0,327699104;680;0,10192719;0,57602612;0,797720358;0,055451148;157,9767819;195,9405263;0,402584347;1,430820954;0;0,439283708;0,189783889;0,000128146;0,000128146;0,075221568;0;0;0;0,163770297;0;0,092008665;0,00089702;0,003459936;0,029473528;0,004997685;0,000128146;0,001025166;0;0;0;0,849;2,483;2,139;0,091;0;1,65746768;1,177129083;0;0;0;0;0,790090592;0;0,347959193;0;1,474876346;0,822290134;0;0;0,138712521;1,182952841;-2,048138549;-1,319722567
537;500;Taraxacum_sp;4;3;0;2;0,698970004;0,602059991;0;0,477121255;11100;Rennes;0,247224163;752;0,113041817;0,662242584;0,640046423;0,057918815;220,0852866;270,2935966;0,354382897;1,868720499;0,000640729;0,473626775;0,171587189;0,000768875;0,029217236;0,020759615;0;0;0,002947353;0,023066239;0,000512583;0,256932274;0;0,000384437;0,005638414;0,010764245;0;0;0;0;0,003588082;1,767;-0,570;2,241;1,290;1,146909104;1,363891124;1,125607062;0;0,867582605;0;1,094646245;0,867866937;0;0,174696687;0,352643168;0,838822253;1,322979538;0;0;1,67128061;0,980673864;-0,53607989;1,908319899
607;500;Taraxacum_sp;3;3;3;2;0,602059991;0,602059991;0,602059991;0,477121255;14100;Paris;0,092383555;655;0,249922754;4,77349509;0,101779151;0,033278913;2516,616651;3581,467785;0,537225294;8,88546229;0,351503854;0,0697113;0,355988956;0,078681504;0,000128146;0,000256292;0;0;0;0;0;0,001025166;0;0;0,14096035;0,001922187;0;0;0;0;0;4,248;-3,032;-1,611;-0,242;1,518543523;0,260084325;0;0;0;0;1,075891209;1,456623097;0;1,240207607;1,10128731;0;0;0;0;3,480927932;-1,565068766;0,880953713;0,297427175
1659;500;Taraxacum_sp;1;1;1;1;0,301029996;0,301029996;0,301029996;0,301029996;14100;Besancon;0,073720271;650;0,138841099;1,415217103;0,732735188;0,038450027;285,3142938;624,2660493;0,494209665;2,863596576;0;0,718513346;0,10943649;0,000384437;0,000128146;0;0;0;0;0;0;0,080988128;0;0;0,068686134;0,019862595;0,001025166;0,000128146;0,001281458;0;0;2,385;1,233;-1,042;-1,510;0,494661462;1,609193666;0,772058778;0;0;0;1,42127262;1,091838619;0;1,020117138;0,872169835;0;0;0;0;3,634434593;-0,082518589;0,09362127;0,010206206
609;500;Taraxacum_sp;29;19;7;6;1,477121255;1,301029996;0,903089987;0,84509804;11210;Rennes;0,326169049;594;0,088636831;0,496431215;0,81543699;0,052363269;154,6798009;196,0707067;0,444821907;1,116022407;0;0,405709515;0,176841166;0,000128146;0,000128146;0,085345084;0;0;0;0,188630577;0;0,095596746;0,001025166;0,003459936;0,036649691;0,005125831;0,000256292;0,001025166;0;0;0;0,237;2,570;1,919;0,082;0;1,580458698;1,163588161;0;0;0;0;0,764615648;0;0,28305041;0;1,545414095;0,994966245;0;0;-0,178277595;1,103689942;-2,12108576;-1,233134997
627;500;Taraxacum_sp;6;5;5;4;0,84509804;0,77815125;0,77815125;0,698970004;11210;Paris;0,620399715;445;0,045390757;0,203034228;0,578295655;0,062664142;141,7500781;185,842811;0,589520771;0,344405555;0;0,292172361;0,155953405;0;0,003075499;0,099184828;0;0;0;0,014096035;0,000512583;0,305627667;0;0;0,118022256;0,005125831;0;0;0;0;0,00576656;-1,234;-0,943;2,206;-1,621;0;1,130665378;1,314305646;0,998969217;0;0;0,389990254;0,747797074;0,570236013;0,299298077;1,133979023;0,812742414;0;1,496707539;0;0,356393501;2,533950165;3,075945819;-1,680733089
652;500;Taraxacum_sp;15;9;4;3;1,204119983;1;0,698970004;0,602059991;12220;Rennes;0,352178559;859;0,110451871;0,596345091;0,787593869;0,057300844;146,4844125;186,2077724;0,425631831;1,401081987;0;0,551923842;0,134040478;0,000128146;0,000384437;0,094699726;0;0;0,004100665;0,017427825;0,00576656;0,169793148;0,000128146;0,005382122;0,012558286;0,003716227;0;0;0;0;0;0,630;1,191;3,549;0,976;0;1,733001289;1,365419818;0;0;0;0,36765882;1,06220251;0;0;0,664487339;0,699538872;0,747661675;0;0;1,174660969;1,407612289;-1,065493113;-0,400573466
654;500;Taraxacum_sp;13;7;5;4;1,146128036;0,903089987;0,77815125;0,698970004;12100;Reims;0,078265745;1175;0,233414268;1,736715127;0,480926304;0,053344471;494,2968496;2462,731199;0,456809544;3,801836345;0,001922187;0,369828699;0,527832436;0,01332716;0,001794041;0,000768875;0,000512583;0;0,001153312;0,000384437;0,004485102;0,076118589;0;0;0,002178478;0;0;0;0;0;0;3,823;-3,117;1,087;2,180;1,052003951;0,499713042;0;0;0;0;1,74649861;1,059516551;0;0;1,288427458;0;0,628392413;0;0;2,365070188;-1,454572752;0,550586432;1,266175496
655;500;Taraxacum_sp;20;17;9;6;1,322219295;1,255272505;1;0,84509804;21000;Rennes;0,329669426;795;0,113056968;0,638478895;0,77083542;0,058537953;160,9037713;199,3131268;0,37609541;1,697651391;0;0,482725125;0,203879924;0;0,000128146;0,064841761;0;0;0;0,140704058;0;0,086498396;0,000128146;0,003459936;0,013070869;0,004869539;0,000128146;0;0;0;0;1,444;1,898;2,812;-0,094;0;1,740244995;1,236311965;0;0;0;0;0,801607951;0;0;0;1,363173361;0,437084406;0;0;-0,144182457;1,369305654;-1,987478683;-1,151919085
694;500;Taraxacum_sp;2;2;2;1;0,477121255;0,477121255;0,477121255;0,301029996;21000;Angouleme;0,304706299;196;0,024403074;0,125731182;0,66192365;0,020139079;175,0412903;214,7367399;0,760017777;0,165431897;0;0,236172659;0,068301697;0;0,001794041;0,289993883;0,000256292;0;0,035111942;0,000384437;0;0,22643358;0;0,02908909;0,061253679;0,011917557;0,037803003;0,001281458;0;0;0;-2,866;1,438;0,281;1,625;0;0;0;1,426965909;0;0,508984516;7,15152E-05;0,633356884;0;0;0;1,757590433;1,047303928;0,436139419;0;-2,923919671;0,168635112;0,422965975;0,437389472
710;500;Taraxacum_sp;4;4;4;3;0,698970004;0,698970004;0,698970004;0,602059991;21000;Rennes;0,32744128;684;0,099728557;0,562726452;0,789008843;0,053862846;156,0278547;196,9680932;0,433619486;1,297742537;0;0,449279078;0,191706075;0,000128146;0,000128146;0,065098052;0;0;0;0,155568968;0;0,089830186;0,001025166;0,003459936;0,037034128;0,004997685;0,000768875;0,001025166;0;0;0;0,748;2,630;1,853;0,076;0;1,615341391;1,196236855;0;0;0;0;0,818221162;0;0,576880569;0;1,462162156;0,957530374;0;0;0,253361992;1,233663189;-2,09012926;-1,243547674
711;500;Leucanthemum_sp;1;1;1;1;0,301029996;0,301029996;0,301029996;0,301029996;12220;Paris;0,154055634;314;0,288298742;13,07256711;0,461147835;0,009850599;2194,162803;4464,844119;0,506357365;25,81687958;0,127633189;0,076246735;0,747986873;0,002306624;0;0,000256292;0;0;0;0;0;0;0;0;0,000128146;0,000256292;0;0;0;0;0,045363603;4,350;-3,173;-1,877;0,296;0,880032701;0;0;0;0;0;1,667871261;1,366883325;0;1,414234416;0;0;0;0;0;2,913771976;-1,87128183;0,310697493;0,457542405
720;500;Taraxacum_sp;7;6;3;3;0,903089987;0,84509804;0,602059991;0,602059991;11210;Rennes;0,331689432;931;0,131742285;0,744032842;0,76851474;0,061087218;157,124617;196,587559;0,368249962;2,020455992;0;0,570120541;0,216694501;0,000256292;0,000256292;0,032549026;0;0;0;0,078937796;0;0,076503026;0,000128146;0,003203644;0,01665895;0,004741394;0,000384437;0;0;0;0;2,148;1,788;2,606;-0,062;0,031667986;1,760095933;1,245280692;0;0;0;0;0,890803805;0;0,574931895;0;1,211437134;0,367760472;0;0;1,40838004;1,093766109;-1,820604694;-0,915377609
721;500;Taraxacum_sp;6;5;3;2;0,84509804;0,77815125;0,602059991;0,477121255;11230;Paris;0,28935887;401;0,045433422;0,309676008;0,633862345;0,043256374;155,5427143;241,0563456;0,635082848;0,487615134;0,000384437;0,248987236;0,279357784;0,007945038;0,000128146;0;0;0;0;0;0;0,056255994;0;0;0,335870069;0,013583452;0;0;0;0;0,057665598;0,954;-1,326;-1,043;-2,091;0;0;1,184687823;1,278547724;0;0;0;0,857226436;0;1,767738044;0,40865287;0;0;0;0,436416767;0,988506399;0,206346311;1,653268255;-1,290568868
772;500;Taraxacum_sp;10;9;6;4;1,041392685;1;0,84509804;0,698970004;23000;Rennes;0,255039458;406;0,072373541;0,505673971;0,684626643;0,043517398;240,8386645;375,2046751;0,491430939;1,028982775;0,000128146;0,303577335;0,16915242;0,001281458;0,000384437;0,139166309;0;0;0;0,001153312;0;0,220154437;0,000640729;0,000384437;0,128786501;0,028960945;0,000384437;0;0;0;0,005894706;0,530;0,812;0,155;0,286;0;1,295823654;0;0;0;0;0,717642704;0,533897097;0;0,59898959;0;1,063593803;1,539744823;1,200021873;0,743719016;-0,738622233;-1,2720159;-0,40888458;-0,29863023
1960;500;Taraxacum_sp;1;1;1;1;0,301029996;0,301029996;0,301029996;0,301029996;14100;Besancon;0,073427143;660;0,138926283;1,41329017;0,723666574;0,03919239;275,9489527;573,3200588;0,491188013;2,87728962;0;0,719794803;0,109052052;0,000384437;0,000128146;0;0;0;0;0;0;0,078681504;0;0;0,069583154;0,019862595;0,001025166;0,000128146;0,001281458;0;0;2,398;1,265;-0,994;-1,570;0,496112949;1,616274225;0,748647005;0;0;0;1,410889045;1,091531224;0;1,030427387;0,87286921;0;0;0;0;3,633383828;-0,088382397;0,09498996;0,005166611
886;500;Taraxacum_sp;26;17;10;7;1,431363764;1,255272505;1,041392685;0,903089987;11210;Rennes;0,326128146;587;0,08830552;0,494249603;0,816321792;0,052179155;155,11219;196,7243106;0,443295314;1,114944344;0;0,404171766;0,176200437;0,000128146;0,000128146;0,085857667;0;0;0;0,189527597;0;0,095981184;0,001025166;0,003588082;0,036649691;0,005125831;0,000128146;0,001025166;0;0;0;0,217;2,528;1,966;0,105;0;1,580513113;1,161802978;0;0;0;0;0,759617991;0;0,262472039;0;1,54840172;0,993558384;0;0;-0,200941322;1,096598398;-2,120281672;-1,240065094
898;500;Taraxacum_sp;3;3;3;2;0,602059991;0,602059991;0,602059991;0,477121255;11210;Douai;0,051436438;1833;0,239948442;2,054471574;0,273178818;0,119656209;517,0277924;1068,151919;0,232585468;8,83318975;0,004100665;0,531804955;0,420702571;0,002947353;0;0;0;0;0;0;0;0,001665895;0;0;0,032164589;0,00576656;0;0;0;0;0,000768875;5,676;-1,346;0,015;-0,964;0,983019309;1,467855162;1,365073609;0,782511122;0;0;1,345965794;1,174923906;0;0;0;0;0;0;0;2,493537023;1,467359583;0,142670039;0,335605101
904;500;Taraxacum_sp;4;4;4;4;0,698970004;0,698970004;0,698970004;0,698970004;32000;Rennes;0,595301313;14;0,000948616;0,003096308;0,907336635;0,00092152;64,87041667;41,7273298;1;0,003096308;0;0,025629154;0,021015907;0;0,049976851;0;0;0;0;0,000128146;0;0,267568373;0;0;0,280767387;0,311137935;0,016146367;0,027423195;0;0;0;-4,849;1,004;-1,395;-2,337;0;0;0;0;0;0,003178456;0;0,451747963;0;0;0;0,844317503;1,37981476;1,603390114;0;-2,943714717;-1,252793503;0,079894851;0,249050813
910;500;Taraxacum_sp;5;5;4;2;0,77815125;0,77815125;0,698970004;0,477121255;12220;Rennes;0,352141379;852;0,109483844;0,589592156;0,792517912;0,057155707;146,0022132;185,3988373;0,427345644;1,379661087;0;0,550001655;0,133527895;0,000128146;0,000384437;0,094956017;0;0;0,004741394;0,018709283;0,005894706;0,170433877;0,000128146;0,005382122;0,012558286;0,003716227;0;0;0;0;0;0,581;1,204;3,557;0,991;0;1,731566989;1,373290117;0;0;0;0,370582548;1,061029615;0;0;0,64193485;0,71120511;0,73719932;0;0;1,172138638;1,411482506;-1,067753676;-0,406401171
920;500;Taraxacum_sp;11;10;5;3;1,079181246;1,041392685;0,77815125;0,602059991;11210;Douai;0,057022062;1832;0,240983404;2,054548774;0,301288452;0,123453179;515,0189604;1089,294139;0,215245789;9,545128756;0,003459936;0,557946693;0,399430373;0,004869539;0;0;0;0;0;0;0;0,002306624;0;0;0,026654321;0,004997685;0;0;0;0;0;5,762;-1,320;0,315;-0,976;0,731686317;1,439059402;1,451924385;0,986038261;0;0;1,33308135;1,112713292;0;0;0;0;0;0;0;2,326055358;1,611763226;0,171022611;0,23010692
927;500;Taraxacum_sp;4;4;4;2;0,698970004;0,698970004;0,698970004;0,477121255;12100;Rennes;0,329619035;362;0,067208862;0,379561693;0,728311818;0,030002797;199,8099789;557,3940807;0,662007704;0,57334936;0;0,317801516;0,197985218;0,000768875;0,000384437;0,166845796;0;0;0,00089702;0,111999405;0;0,102388472;0,000384437;0,002562915;0,078040775;0,006407289;0,001281458;0,001025166;0;0;0,010636099;-0,598;1,425;0,018;1,690;0;1,294206101;0,788720709;0,073543072;0;0;1,551917575;0,933460608;0;0,33035166;0;1,14329919;1,302238594;0;0,008054574;0,878727258;0,558862476;-0,688261394;0,376217596
929;500;Taraxacum_sp;7;5;2;2;0,903089987;0,77815125;0,477121255;0,477121255;12100;Rennes;0,333371475;429;0,08199209;0,467977442;0,697106024;0,033911332;211,8536327;549,0934848;0,635465982;0,736431934;0;0,342021067;0,216181918;0,000768875;0,000384437;0,148649096;0;0;0,000768875;0,105463971;0;0,108923907;0,000128146;0,00243477;0,056512286;0,004997685;0,001153312;0,001025166;0;0;0,010251662;-0,083;1,176;0,236;1,715;0;1,338401813;0,930665885;0,572754111;0;0;1,546257687;0,950293012;0;0;0;1,381633931;0,615607866;0;0;0,540564546;1,441280331;-0,693231167;-0,049024926
933;500;Taraxacum_sp;1;1;0;1;0,301029996;0,301029996;0;0,301029996;12100;Rennes;0,255920194;217;0,103148259;0,728864061;0,571443405;0,012076637;691,2240644;1860,788924;0,680320907;1,071353318;0;0,312291247;0,317545224;0,006150997;0,008329475;0,001409603;0,000128146;0;0,000128146;0,005894706;0;0,256035253;0,000256292;0,000768875;0,061638117;0,018709283;0,002947353;0,007304309;0;0,000512583;0,000128146;0,600;1,059;-2,287;2,677;0;0,749963007;0,035410989;0;0;0;1,859711584;0,694478841;0;0;0;0;1,205605226;0,720560654;0;-0,186030721;-0,636584277;-0,172688823;0,394818261
934;500;Taraxacum_sp;15;10;5;3;1,204119983;1,041392685;0,77815125;0,602059991;23000;Rennes;0,322791749;171;0,035263788;0,192942427;0,87597329;0,015833864;222,9921873;697,7342861;0,783781174;0,246168743;0;0,187733557;0,162360694;0,000768875;0,000768875;0,281408116;0;0;0,002178478;0,120841463;0;0,130196105;0,001153312;0,004997685;0,085729522;0,008201329;0,001409603;0,001025166;0;0;0,011020536;-2,062;1,702;-0,423;2,395;0;0,370565823;0,766266576;0;0;0;1,329698455;0,802673209;0;0;0;1,472628631;1,583467882;0;0,388808802;-0,459466907;-0,444779939;-1,498582941;0,530417557
