collection;rayon;espece_fleur;nb_insecte;nb_espece_insecte;nb_famille_insecte;nb_ordre_insecte;log_nb_insecte;log_nb_espece_insecte;log_nb_famille_insecte;log_nb_ordre_insecte;UA_code_2018_simp;ville;part_dist_centre;bn;bd;bh;bc;bf;bam;bastd;bw;bhw;oso_1;oso_2;oso_3;oso_4;oso_5;oso_6;oso_7;oso_8;oso_9;oso_10;oso_12;oso_13;oso_14;oso_15;oso_16;oso_17;oso_18;oso_19;oso_20;oso_21;oso_23;OSO_F1;OSO_F2;OSO_F3;OSO_F4;log_p11100;log_p11210;log_p11220;log_p11230;log_p11240;log_p11300;log_p12100;log_p12220;log_p13400;log_p14100;log_p14200;log_p21000;log_p23000;log_p31000;log_p50000;UA_F1;UA_F2;UA_F3;UA_F4
15234;500;Daucus_sp;26;18;14;4;1,431363764;1,278753601;1,176091259;0,698970004;14100;Rennes;0,069502439;940;0,196582085;2,165370277;0,567109705;0,039759539;435,3128757;734,5020008;0,460168913;4,705598779;0,005253977;0,534111579;0,382643276;0,009482787;0;0;0;0;0;0;0;0,026526175;0,000128146;0,000128146;0,022169219;0,018581137;0,000256292;0;0;0;0;4,674;0,140;-0,804;0,066;1,527189821;1,376537782;0;0;0;0;1,302176229;1,235752237;0;0,983904579;0;0;0;0;0;3,331133635;-1,104347344;-0,276088108;0,328099473
15238;500;Centaurea_sp;7;5;4;3;0,903089987;0,77815125;0,698970004;0,602059991;14100;Rennes;0,069047663;955;0,198664909;2,175225114;0,561915048;0,040474305;427,2891193;724,0832124;0,454565689;4,785282234;0,005253977;0,536290057;0,384437317;0,008329475;0;0;0;0;0;0;0;0,026398029;0,000128146;0;0,021015907;0,018324845;0,000256292;0;0;0;0;4,706;-0,213;-0,791;-0,270;1,508059517;1,38897249;0;0;0;0;1,309784795;1,239600051;0;0,995115286;0;0;0;0;0;3,338611818;-1,098196909;-0,279448264;0,325460435
15239;500;Daucus_sp;23;18;14;4;1,380211242;1,278753601;1,176091259;0,698970004;14100;Rennes;0,066008672;1186;0,211464108;2,193015709;0,56008552;0,049702063;356,6519825;638,5891194;0,40338163;5,436578037;0,005894706;0,538084098;0,391741626;0,007304309;0;0;0;0;0;0;0;0,02152849;0,000128146;0;0,016274513;0,018965574;0,000256292;0;0;0;0;4,987;-0,053;-0,493;-0,412;1,295423028;1,507034974;0;0;0;0;1,401952532;1,248312091;0;0,979234543;0;0;0;0;0;3,40036371;-1,011429996;-0,331870617;0,350271363
15242;500;Centaurea_sp;13;11;9;5;1,146128036;1,079181246;1;0,77815125;21000;Rennes;0,212099248;107;0,021362886;0,114245476;0,736240664;0,014469799;249,1331038;408,7972875;0,797802953;0,143200117;0;0,209262046;0,115971924;0;0;0,058306326;0,013583452;0;0,013839743;0,23732597;0,003972519;0,282689574;0,000256292;0,01999074;0,017043388;0,027551341;0,000768875;0;0;0;0;-2,655;1,007;0,429;2,637;0;1,227383532;0,73817505;0,938093114;0;0,032360913;0,172340591;0,948719786;0;0;0;1,508410709;1,457585005;0;0;-1,056165093;1,631813077;-1,051815692;0,832106546
15246;500;Daucus_sp;23;19;13;4;1,380211242;1,301029996;1,146128036;0,698970004;12220;Rennes;0,328034461;459;0,075340186;0,424491877;0,740481831;0,038073028;199,8365453;530,4121666;0,595511781;0,712818606;0;0,356117101;0,20400807;0,000384437;0,000256292;0,088676874;0;0;0,000768875;0,124685837;0;0,127505044;0,001153312;0,004100665;0,082013294;0,004485102;0,001281458;0,001025166;0;0;0,003459936;-0,188;1,892;0,423;1,747;0;1,412758388;1,039366037;0;0;0;1,454988289;1,005172957;0;0,714762286;0;0,070730957;1,390119028;0;0;1,528399641;0,551512346;-1,574750341;0,27288513
15247;500;Achillea_millefolium;9;8;6;4;1;0,954242509;0,84509804;0,698970004;12220;Rennes;0,326888319;411;0,069412534;0,389533605;0,769354227;0,03406756;172,5962082;477,6139207;0,628748565;0,619537963;0;0,341764775;0,196063032;0,000512583;0,000256292;0,092777539;0;0;0,00089702;0,139935183;0;0,129170939;0,001153312;0,003972519;0,082654023;0,004613248;0,001281458;0,001025166;0;0;0,003972519;-0,565;1,947;0,413;1,681;0;1,331793141;1,012878511;0;0;0;1,420020637;0,991259455;0;0,714762286;0;0,129785363;1,50453092;0;0;1,378923982;0,482296668;-1,585376211;0,307521121
15249;500;Centaurea_sp;9;6;5;5;1;0,84509804;0,77815125;0,77815125;12220;Rennes;0,328275986;453;0,074887542;0,420321942;0,731669326;0,0382214;198,3299967;526,1096884;0,60208476;0,698110914;0;0,353554186;0,202214029;0,000640729;0,000256292;0,103413638;0;0;0,000768875;0,117894111;0;0,122891796;0,001153312;0,004100665;0,081628857;0,004741394;0,001281458;0,001025166;0;0;0,004613248;-0,197;1,872;0,361;1,759;0;1,408560345;1,04393424;0;0;0;1,472666608;0,998767475;0;0,714762286;0;0,251378167;1,362549407;0;0;1,513896174;0,54503964;-1,570952004;0,242973584
15256;500;Daucus_sp;2;2;2;2;0,477121255;0,477121255;0,477121255;0,477121255;21000;Paris;0,472358027;0;0;0;;0;0;;1;0;0;0;0,018709283;0;0,008457621;0,466835049;0,000384437;0;0;0,129683522;0,370982011;0,001665895;0;0;0,003075499;0;0;0;0;0;0;-4,504;-3,052;0,888;-0,477;0;0;0;0;0;0;0;0;0;0;0;2,001567644;0;0;0;-1,878485194;-1,112147456;-0,883513002;-1,800220243
15270;500;Centaurea_sp;5;5;5;4;0,77815125;0,77815125;0,77815125;0,698970004;12100;Bordeaux;0,391609521;186;0,020854968;0,079866157;0,719399108;0,036775078;145,3418033;80,40193149;0,669838431;0,119231972;0;0,167742816;0,033189755;0;0;0,000384437;0,000128146;0;0,001025166;0;0;0,283074011;0;0,240273323;0,243348822;0,024475843;0,002691061;0,002178478;0;0;0,001922187;-2,625;2,138;-0,683;-0,666;0;0,851083895;1,152717364;0;0,38096072;0;0,42323658;0,668722223;0;0;0;0;1,645616419;1,492941471;0;-1,43492627;0,822172954;0,03052447;0,988866227
15280;500;Leucanthemum_sp;5;4;2;3;0,77815125;0,698970004;0,477121255;0,602059991;14100;Bordeaux;0,021764422;3059;0,464916706;5,184175499;0,076568011;0,154414277;1713,884145;2440,314792;0,090341119;57,38445079;0,175559708;0,296273026;0,46286253;0,004741394;0,001025166;0,000128146;0,000256292;0;0;0;0;0,020375178;0,000128146;0;0,003588082;0,033189755;0;0;0;0;0,001537749;5,513;-1,469;-0,110;0,852;1,684915782;0,517628945;0;0;0;0;0,630149333;1,153008564;0;1,533640583;0;0;0;0;0;2,852045325;-1,487079922;-0,013615273;-0,003058952
15285;500;Daucus_sp;24;19;12;3;1,397940009;1,301029996;1,113943352;0,602059991;11210;Rennes;0,354379661;470;0,092756151;0,578553137;0,814506853;0,039644338;212,7815584;353,8291294;0,5373677;1,076642933;0;0,39981481;0,185042495;0,000512583;0,000128146;0,082269586;0;0;0,001025166;0,243348822;0;0,077528192;0,000128146;0,004100665;0,001153312;0,004869539;0;0;0;0;0,000128146;0,591;1,018;1,885;1,741;0;1,711690768;0;0;0;0;0,844901649;0,80175482;0;0;0,513198804;1,308871816;1,228379848;0;0;0,365364783;-0,081887114;-1,07480884;-0,002823515
15289;500;Centaurea_sp;17;10;5;3;1,255272505;1,041392685;0,77815125;0,602059991;12100;Rennes;0,374105559;438;0,093637247;0,481001229;0,760838256;0,033597579;216,5783359;448,9701268;0,61923856;0,776762398;0;0,454789346;0,160438507;0;0,000256292;0,034343067;0,009226496;0;0,011148682;0,205673965;0,002306624;0,09790337;0,000384437;0,007432455;0,008073184;0,008073184;0;0;0;0;0;-0,441;0,618;2,119;2,630;0,441231162;1,459075519;1,060877331;0;0;0,013610827;1,62148072;1,002714343;0;0,442776902;0;0;0,93551161;0;0;2,034560626;0,119217675;-1,164952543;1,795592356
15301;500;Achillea_millefolium;9;8;6;3;1;0,954242509;0,84509804;0,602059991;11210;Paris;0,161503613;2160;0,213969705;1,788743746;0,492325292;0,118021097;190,1828764;458,368539;0,287653862;6,218389473;0,066251364;0,664948413;0,226946163;0,028704653;0;0;0;0;0;0;0;0,000384437;0;0;0,011917557;0,001025166;0;0;0;0;0;5,541;-1,179;0,914;-1,566;1,267167898;1,807388361;0;0;0;0;0,461201807;1,250210923;0;0;0;0;0;0;0;2,407357054;-0,551493866;-0,596920561;0,241742069
15303;500;Centaurea_sp;7;5;5;4;0,903089987;0,77815125;0,77815125;0,698970004;21000;Rennes;0,31934216;275;0,044876965;0,248734386;0,88482706;0,039138568;151,8311936;106,9038046;0,520345804;0,478017474;0;0,223486227;0,10943649;0;0,000128146;0,14762393;0;0,00333179;0,000768875;0,348556501;0,000384437;0,113409009;0,00089702;0,003844373;0,044082146;0,003588082;0,000384437;0;0;0;0;-2,136;1,883;2,355;1,490;0;1,253871747;0,350131488;0;0;0;0,497123185;0,557797553;0;0;0;1,805408535;1,16256286;0;0;-0,987425432;0,313869552;-2,003706707;-0,655825506
15312;500;Leucanthemum_sp;5;5;4;3;0,77815125;0,77815125;0,698970004;0,602059991;11240;Toulon;1,562239207;991;0,09225901;0,659096648;0,451271963;0,082365333;174,7853224;278,4209935;0,46296518;1,423641943;0,036137108;0,365087306;0,190809055;0;0;0,024732134;0;0;0;0;0;0,013455306;0,016018222;0,022553656;0,010251662;0,187733557;0,092393102;0,041006647;0;0;0;2,727;3,281;-0,503;-0,524;0,376951335;0,74746132;1,209341085;0;1,465044088;0;0,761128977;1,142892193;0,427178451;0;0;1,070980615;0,919074283;1,133639803;0;0,282765596;2,155162667;1,205141472;1,644199438
15318;500;Buddleja_davidii;5;5;3;3;0,77815125;0,77815125;0,602059991;0,602059991;14100;Bordeaux;0,037013639;758;0,221688047;2,502829698;0,633867674;0,050312496;798,9746243;1604,616691;0,365626273;6,845322352;0,00089702;0,271669037;0,471576442;0,007048017;0,006791726;0,00666358;0,000640729;0;0,000256292;0;0;0,049079831;0;0,000384437;0,003972519;0,016915242;0,001025166;0,000512583;0;0;0,162488839;3,595;-0,791;-0,718;2,450;1,26495812;0,556778122;0;0;0;0;1,653843936;1,12625426;0;1,369976477;0;0;0;0;0;3,125956054;-1,570830285;0,035239509;0,414425766
15324;500;Centaurea_sp;4;4;4;3;0,698970004;0,698970004;0,698970004;0,602059991;12220;Bordeaux;0,045820707;451;0,13112417;1,176468275;0,700388753;0,038054657;601,001875;1450,091627;0,538429614;2,184999198;0,000512583;0,183504746;0,431979399;0,008201329;0,015377493;0,012686431;0,018452991;0;0,002178478;0;0;0,03395863;0,000256292;0,000512583;0,002562915;0,023578822;0,001922187;0,004869539;0;0;0,259623335;2,126;-0,088;-1,636;3,335;0,607193369;0,255556087;0;0;0;0;0,514072216;0,778028428;0,114603659;0,000116463;0;0;0;0;0,9540203;1,418969812;-1,376850905;1,325791712;0,026605471
15325;500;Buddleja_davidii;2;2;2;2;0,477121255;0,477121255;0,477121255;0,477121255;12220;Bordeaux;0,045497174;574;0,1481718;1,267919978;0,695415454;0,045551023;599,8544524;1405,063905;0,51649993;2,454830878;0,000512583;0,225792851;0,467475778;0,008970204;0,015633784;0,012814577;0,018324845;0;0,002178478;0;0;0,039725189;0,000256292;0,000512583;0,002819207;0,023835114;0,001922187;0,004869539;0;0;0,174406396;2,444;0,019;-1,391;3,327;0,747972146;0,49986655;0;0;0;0;0,747556023;0,787185525;0,097819567;0,260127331;0;0;0;0;0,059449063;1,695541675;-1,251681096;1,264806804;0,084758578
15329;500;Buddleja_davidii;3;3;2;2;0,602059991;0,602059991;0,477121255;0,477121255;12220;Bordeaux;0,045784245;609;0,156624368;1,370219529;0,691117193;0,046776836;601,7026761;1399,130922;0,519392297;2,638120622;0,000640729;0,238351137;0,488876122;0,008970204;0,015633784;0,012686431;0,018324845;0;0,002178478;0;0;0,041903668;0,000256292;0,000512583;0,002819207;0,023963259;0,001922187;0,004869539;0;0;0,13762856;2,587;0,042;-1,331;3,344;0,797785178;0,526880678;0;0;0;0;0,695670421;0,779707507;0,009110948;0,28292487;0;0;0;0;0;1,68507289;-0,707513175;0,993131081;-0,172336017
15330;500;Daucus_sp;4;4;4;3;0,698970004;0,698970004;0,698970004;0,602059991;12220;Bordeaux;0,046447318;565;0,151426654;1,371726577;0,676932357;0,043997155;587,5669762;1366,70304;0,5270811;2,602496234;0,000512583;0,227202454;0,484262874;0,008970204;0,015377493;0,012686431;0,018324845;0;0,002178478;0;0;0,034471213;0,000256292;0,000512583;0,002562915;0,024347697;0,001922187;0,004869539;0;0;0,161976256;2,511;-0,016;-1,441;3,328;0,707567449;0,414594201;0;0;0;0;0,443685303;0,780085197;0;0,106407764;0;0;0;0;0;1,373861477;-1,527885959;-0,082192418;-0,307875336
15331;500;Centaurea_sp;2;2;1;1;0,477121255;0,477121255;0,301029996;0,301029996;12220;Bordeaux;0,045573463;497;0,136919818;1,194688909;0,696843001;0,04085425;593,3991795;1413,946406;0,527584398;2,264450793;0,000512583;0,202342175;0,441718477;0,008713913;0,015377493;0,012686431;0,018324845;0;0,002178478;0;0;0,034471213;0,000256292;0,000512583;0,002819207;0,023450676;0,001922187;0,004869539;0;0;0,229509078;2,281;-0,034;-1,520;3,308;0,661542939;0,373439107;0;0;0;0;0,660274305;0,782986425;0,157731211;0,108484117;0;0;0;0;0,735850607;1,554997114;-1,331050228;1,319928499;0,076379233
15337;500;Buddleja_davidii;2;1;1;1;0,477121255;0,301029996;0,301029996;0,301029996;12220;Bordeaux;0,046971679;612;0,159007447;1,479404718;0,680899909;0,04573251;617,2515438;1426,314859;0,533505514;2,772988619;0,00089702;0,243476968;0,512454944;0,010251662;0,015505638;0,012814577;0,018324845;0;0,002178478;0;0;0,033574192;0,000256292;0,000512583;0,002562915;0,022938093;0,001922187;0,004869539;0;0;0,117381528;2,697;-0,018;-1,393;3,367;0,708819692;0,428604587;0;0;0;0;0,234936892;0,761562292;0;0,091536345;0;0;0;0;0;1,252204677;-1,514752534;-0,099208739;-0,408059444
15338;500;Achillea_millefolium;5;5;5;3;0,77815125;0,77815125;0,77815125;0,602059991;14100;Bordeaux;0,051903604;2204;0,298617374;2,417514272;0,280560207;0,090201918;492,3179301;1379,743876;0,250457782;9,652382354;0,005382122;0,537571515;0,417755218;0,002306624;0,00089702;0;0,000128146;0;0,000384437;0;0;0,014993055;0;0,000256292;0;0,020887761;0,000128146;0;0;0;0;5,248;-0,645;0,464;1,304;1,180790527;1,231800729;0;0;0;0;1,534180325;1,158467346;0;0,900526033;1,21950323;0;0;0;0;3,689917263;-1,290285612;0,68629779;0,43842399
15344;500;Centaurea_sp;1;1;1;1;0,301029996;0,301029996;0,301029996;0,301029996;14100;Bordeaux;0,050356368;2354;0,299749642;2,369617017;0,277562628;0,095947823;458,1439523;1068,00656;0,239655374;9,887602239;0,007048017;0,547310594;0,403274746;0,002306624;0,00089702;0;0,000128146;0;0,000384437;0;0;0,015249347;0;0,000256292;0;0,022938093;0,000128146;0;0;0;0;5,264;-0,595;0,507;1,253;1,287570587;1,153303812;0;0;0;0;1,493284062;1,13169585;0;0,900526033;1,281166538;0;0;0;0;3,639005314;-1,351292748;0,735904493;0,426481513
15345;500;Centaurea_sp;2;2;2;2;0,477121255;0,477121255;0,477121255;0,477121255;14100;Bordeaux;0,051256702;2182;0,299950208;2,492823814;0,272710231;0,087389999;506,5519843;1407,398112;0,258352481;9,648925378;0,00576656;0,532701976;0,420830717;0,002306624;0,00089702;0;0,000128146;0;0,000384437;0;0;0,015249347;0;0,000256292;0;0,022041073;0,000128146;0;0;0;0;5,261;-0,664;0,429;1,322;1,137469864;1,217734248;0;0;0;0;1,519536001;1,172152268;0;0,900526033;1,284051914;0;0;0;0;3,687692563;-1,291624284;0,712391208;0,431780579
15346;500;Achillea_millefolium;5;5;4;3;0,77815125;0,77815125;0,698970004;0,602059991;14100;Bordeaux;0,05202524;2228;0,299069312;2,405499634;0,280799745;0,091383665;484,6554777;1367,959872;0,249498403;9,641342801;0,005125831;0,539365556;0,415961177;0,002306624;0,00089702;0;0,000128146;0;0,000384437;0;0;0,014993055;0;0,000256292;0;0,020759615;0;0;0;0;0;5,283;-1,001;0,743;1,160;1,198682951;1,230735389;0;0;0;0;1,535943049;1,156717959;0;0,900526033;1,201388472;0;0;0;0;3,689032947;-1,294563746;0,684805467;0,440652835
15348;500;Daucus_sp;27;22;14;4;1,447158031;1,361727836;1,176091259;0,698970004;21000;Rennes;0,310778127;55;0,009956439;0,05735197;0,873861117;0,015719172;187,967551;162,1883814;0,76406932;0,075061213;0;0,048695394;0,039725189;0;0;0,17338123;0;0,00333179;0,000768875;0,550898675;0,000512583;0,126608023;0,000512583;0,001153312;0,046260624;0,003716227;0,001153312;0;0;0;0,003075499;-3,882;0,971;0,462;1,462;0;0;0;0;0;0,682367003;0,868975539;0,298960618;0;0;0;1,867634656;1,215760564;0;0;-2,369283633;-1,129052815;-1,416947914;1,015686703
15358;500;Centaurea_sp;4;3;2;2;0,698970004;0,602059991;0,477121255;0,477121255;14100;Bordeaux;0,051231159;2227;0,299042561;2,439263696;0,269843515;0,089866982;502,9281151;1398,654379;0,251023014;9,717291077;0,005894706;0,537187078;0,414551574;0,002306624;0,00089702;0;0,000128146;0;0,000384437;0;0;0,015249347;0;0,000256292;0;0,022553656;0,000128146;0;0;0;0;5,267;-0,649;0,443;1,309;1,158208583;1,2096751;0;0;0;0;1,525858406;1,162659376;0;0,900526033;1,271884313;0;0;0;0;3,681381221;-1,302499559;0,709378239;0,435796545
15361;500;Centaurea_sp;2;2;2;2;0,477121255;0,477121255;0,477121255;0,477121255;23000;Bordeaux;0,215788351;8;0,001589194;0,009721256;0,819848158;0,001997271;410,1064286;389,9905449;0,972342648;0,009997768;0;0,023066239;0,051258309;0,006279143;0,008329475;0,000384437;0,001025166;0;0;0;0;0,509251299;0;0,000128146;0,387897253;0,006279143;0,002947353;0,002819207;0;0;0;-3,785;-0,806;-2,386;0,240;0;0;0;0;0;0;0,545765214;0,656131158;0;0;0;1,505207244;1,695354446;1,168140128;0;-2,046038281;-1,04193338;-0,525681822;-0,178573462
15364;500;Centaurea_sp;3;3;2;3;0,602059991;0,602059991;0,477121255;0,602059991;23000;Bordeaux;0,215397956;4;0,00081303;0,004914403;1;0,001287479;278,205;288,8973665;0,97467138;0,005042113;0;0,020375178;0,043697708;0,005638414;0,004869539;0,000256292;0,000640729;0;0;0;0;0,501818845;0;0,000128146;0,411091638;0,007048017;0,001794041;0,002691061;0;0;0;-4,043;-0,583;-2,230;-0,043;0;0;0;0;0;0;0,390691194;0,647930961;0;0;0;1,477950966;1,689676266;1,266199594;0;-2,156827331;-1,034398389;-0,457319088;-0,278452281
15367;500;Daucus_sp;2;2;2;2;0,477121255;0,477121255;0,477121255;0,477121255;12100;Bordeaux;0,089081711;760;0,18107523;1,612559479;0,622542491;0,040806145;381,72548;731,0299241;0,431231269;3,739430771;0,00089702;0,403915475;0,482981416;0,001665895;0,000128146;0,000768875;0;0;0,000256292;0;0;0,025116571;0;0,006022851;0,023322531;0,0515146;0,000640729;0,000640729;0;0,001537749;0;3,952;1,467;-1,441;0,958;0,327165416;0,921429374;0;0;0;0;1,697873276;1,167101867;0;1,402142029;0,706106424;0;0;0;0;3,435705045;-1,36424937;0,642285355;0,280114826
15368;500;Centaurea_sp;4;2;2;1;0,698970004;0,477121255;0,477121255;0,301029996;14100;Bordeaux;0,091063337;697;0,171564938;1,567234815;0,63857153;0,038283375;408,8519618;765,1494882;0,451819299;3,468720388;0,000768875;0,400968122;0,44953537;0,002306624;0,000128146;0,001281458;0;0;0,000128146;0,000512583;0;0,021272198;0;0,025244717;0,023450676;0,072530507;0,000640729;0;0;0,001537749;0;3,743;1,272;-0,961;1,266;0,332471547;1,159269348;0;0;0;0;1,629246651;1,109304576;0;1,414393239;0,363479401;0,751166683;0,152997218;0;0;2,88031208;-1,015787336;-0,128860472;0,389081904
15380;500;Buddleja_davidii;2;1;1;1;0,477121255;0,301029996;0,301029996;0,301029996;12220;Bordeaux;0,047402901;612;0,163062328;1,531397437;0,686741351;0,044602272;613,2699769;1424,840527;0,538312716;2,844810071;0,00089702;0,25552267;0,531036081;0,01153312;0,015505638;0,012814577;0,018324845;0;0,002178478;0;0;0,032677172;0,000256292;0,000512583;0,002562915;0,025501009;0,001922187;0,004869539;0;0;0,083807335;2,712;-0,004;-1,409;3,401;0,697387059;0,41895786;0;0;0;0;0,044512962;0,711061168;0;0,054323671;0;0;0;0;0;1,08999513;-1,526048675;-0,110525835;-0,507664545
15383;500;Achillea_millefolium;25;21;15;6;1,414973348;1,342422681;1,204119983;0,84509804;23000;Rennes;1,227630623;123;0,01515376;0,069873151;0,83369342;0,019353756;131,9126087;161,8404755;0,814484931;0,085788144;0;0,157234863;0,03152386;0;0,001025166;0,001281458;0;0;0;0,000256292;0;0,460299614;0;0;0,186067662;0,047926519;0;0,100978869;0;0;0,013070869;-3,403;0,489;-0,326;-2,232;0;0;0;0;0,653775406;0,403463989;0,534539757;0,644794508;0;0,281861092;0;0,850581775;1,7362903;1,393883884;0,718439518;-2,446352472;-1,27096024;0,559678484;2,537458133
15403;500;Daucus_sp;9;9;7;4;1;1;0,903089987;0,698970004;11210;Paris;0,103708369;621;0,284528791;2,980172832;0,57388638;0,044702971;904,129762;1812,416788;0,315339677;9,450675102;0,033574192;0,135834519;0,814110092;0,001025166;0;0,005382122;0;0;0;0;0;0,000768875;0;0;0,000640729;0;0;0;0;0;0,008713913;4,815;-2,511;-0,397;-0,072;1,088166983;0,994547544;0;0;0;0;1,861360071;0,932711395;0;0;0;0;0;0;0;2,13078019;-1,398132955;-0,115171046;0,69743758
15409;500;Achillea_millefolium;23;21;14;6;1,380211242;1,342422681;1,176091259;0,84509804;23000;Rennes;1,224878203;130;0,016108524;0,073320672;0,830175053;0,021764176;131,418299;159,8780291;0,804442885;0,091144659;0;0,164411026;0,032036443;0;0,001537749;0,001281458;0,000128146;0;0;0,000384437;0;0,444922122;0;0;0,199651113;0,050489434;0;0,09213681;0;0;0,013070869;-3,548;0,261;-0,177;-1,708;0;0;0;0;0,137393262;0,533622992;0,570314389;0,538389367;0;0;0;1,097283903;1,690212892;1,447461818;0,768477761;-3,103076696;-1,36045621;0,408597258;2,489741975
15413;500;Daucus_sp;20;17;8;4;1,322219295;1,255272505;0,954242509;0,698970004;23000;Rennes;1,224425833;136;0,01623692;0,073640815;0,829566237;0,022790645;131,0940686;156,5624032;0,793635781;0,092789182;0;0,164795463;0,031139423;0;0,001537749;0,001281458;0,000128146;0;0;0,000384437;0;0,439155562;0;0;0,205033236;0,050361289;0;0,093418268;0;0;0,013070869;-3,519;0,284;-0,141;-1,735;0;0;0;0;0,253415335;0,5444424;0,570314389;0,46410009;0;0;0;1,132103118;1,673784863;1,459859354;0,768477761;-3,171868995;-1,369777845;0,415007416;2,456735317
15415;500;Daucus_sp;6;5;4;3;0,84509804;0,77815125;0,698970004;0,602059991;14100;Paris;0,14137595;716;0,247709805;2,340390319;0,501803212;0,0406253;861,3918338;2061,835204;0,496599754;4,7128302;0,028576507;0,160694799;0,770156092;0,026269883;0,000512583;0;0;0;0;0;0,000256292;0,010507953;0;0;0,003203644;0;0;0;0;0;0;4,530;-3,379;-0,463;0,311;0,800927743;0,265192976;0;0;0;0;1,493767518;1,167954729;0;1,499165053;1,2953719;0;0;0;0;3,502676071;-1,596560419;0,94674921;0,310302789
15416;500;Buddleja_davidii;4;3;2;2;0,698970004;0,602059991;0,477121255;0,477121255;11220;Paris;0,909791855;367;0,04545985;0,222645991;0,715722229;0,054715127;160,6552402;165,7189117;0,510690256;0,435970705;0;0,300117399;0,073683819;0,000256292;0,088292437;0,353810478;0,049592414;0;0;0;0;0,053436787;0;0;0,077400047;0;0;0,00333179;0;0;0;-1,134;-1,070;1,876;-0,933;0;0,695707671;1,641196205;0,037635209;0;0;0,106796883;0,81706019;0,379506257;0;0;1,58928198;0;0,927320535;0;-0,711788033;2,670983236;1,251598799;-1,641169998
15431;500;Daucus_sp;11;9;7;4;1,079181246;1;0,903089987;0,698970004;12100;Paris;0,101529964;1488;0,303870788;4,463737011;0,224098549;0,081798461;1155,858284;1902,410958;0,327149799;13,64432143;0,335229341;0,133784186;0,508995008;0,007688746;0,001794041;0,000128146;0;0;0;0,000256292;0;0,00909835;0;0;0,00333179;0;0;0;0;0;0;5,306;-2,615;0,625;0,207;1,686089791;0;0;0;0;0;1,588734576;1,083147395;0;0,593432157;0;0;0;0;0;2,638955442;-1,986907094;0,309606091;0,57644648
15437;500;Cirsium_arvense;10;9;5;4;1,041392685;1;0,77815125;0,698970004;11100;Paris;0,031143232;1266;0,505794359;8,281727063;0,113832694;0,066997111;3430,407988;4956,52983;0,128747698;64,32524372;0,547182448;0,045491749;0,387128378;0,017812262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002562915;5,890;-2,758;-0,804;-0,234;1,867561458;0;0;0;0;0;0,945226176;1,107441758;0;0,530694744;0;0;0;0;0,75049983;2,31338811;-2,551611674;0,531275839;0,548571414
15439;500;Jacobaea_vulgaris;16;13;9;5;1,230448921;1,146128036;1;0,77815125;23000;Rennes;1,222211833;131;0,015705435;0,070692626;0,812718113;0,021768768;136,0200526;160,4387947;0,80695486;0,087604189;0;0,160182215;0,033189755;0;0,001537749;0,001153312;0,000128146;0;0;0,000384437;0;0,420574425;0;0;0,211184233;0,05394937;0;0,104054367;0;0;0,013199015;-3,522;0,219;-0,265;-1,707;0;0;0;0;0,587523757;0,525746619;0,655601098;0,409470086;0;0;0;1,210023973;1,622801499;1,462431539;0,768477761;-3,241445345;-1,27239056;0,494517996;2,619465562
15443;500;Achillea_millefolium;21;18;12;4;1,342422681;1,278753601;1,113943352;0,698970004;23000;Rennes;1,219909117;108;0,013377823;0,062354805;0,842532533;0,018944025;135,1375904;166,9122679;0,823579779;0,075711918;0;0,138781871;0,032164589;0;0,001153312;0,001153312;0,000128146;0;0;0,000256292;0;0,418780384;0;0;0,220795166;0,072530507;0;0,096237475;0;0;0,018068554;-3,716;0,203;-0,452;-1,722;0;0;0;0;0,87914673;0,326131866;0,683234017;0,351896181;0;0;0;1,103888019;1,63402102;1,462039761;0,768477761;-3,18649889;-1,270500799;0,544259008;2,538119812
15446;500;Achillea_millefolium;4;4;3;1;0,698970004;0,698970004;0,602059991;0,301029996;23000;Rennes;1,219855412;108;0,013385714;0,062397227;0,842532533;0,018962586;135,1375904;166,9122679;0,823406927;0,075779333;0;0,138781871;0,03242088;0;0,001153312;0,001153312;0,000128146;0;0;0,000256292;0;0,41801151;0;0;0,22066702;0,07304309;0;0,096237475;0;0;0,018068554;-3,711;0,204;-0,452;-1,721;0;0;0;0;0,879225977;0,320579858;0,6872553;0,349675548;0;0;0;1,102328441;1,633085535;1,463988644;0,768477761;-3,181423444;-1,270948809;0,550278272;2,527485684
15459;500;Daucus_sp;17;13;9;4;1,255272505;1,146128036;1;0,698970004;21000;Colmar;0,885242133;0;0;0;;0;0;;1;0;0;0,005382122;0,014096035;0,000128146;0;0;0;0;0;0,577168559;0;0,293069381;0;0,000128146;0,07214607;0,032549026;0,004356956;0,000512583;0;0;0,000256292;-4,146;0,492;-2,118;-1,277;0;0;0;0;0;0;0;0;0;0;0;1,996209653;0;0,185586919;0,229789259;-2,293274081;-1,721002229;-0,053083535;-1,755074391
